"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"3.SIL1",0,1.44286508034863,0.289,0.062,0,"3","SIL1"
"3.SUSD6",0,1.21533618825713,0.29,0.063,0,"3","SUSD6"
"3.APOL6",0,0.528371479274781,0.358,0.131,0,"3","APOL6"
"3.ELOVL1",0,0.57674445096486,0.331,0.105,0,"3","ELOVL1"
"3.LINC00116",0,0.702008769610472,0.321,0.095,0,"3","LINC00116"
"3.UBAC1",0,1.95375303511883,0.264,0.038,0,"3","UBAC1"
"3.NUP214",0,1.38812742362078,0.287,0.061,0,"3","NUP214"
"3.COQ2",0,1.88491689679756,0.261,0.036,0,"3","COQ2"
"3.BAZ2B",0,1.04990028598852,0.295,0.07,0,"3","BAZ2B"
"3.SPATS2L",0,0.903103599758571,0.304,0.079,0,"3","SPATS2L"
"3.FGR",0,1.67460660732881,0.269,0.045,0,"3","FGR"
"3.ARHGAP10",0,1.75586003457018,0.258,0.034,0,"3","ARHGAP10"
"3.SMIM15",0,0.697845558815535,0.317,0.093,0,"3","SMIM15"
"3.SORL1",0,0.657824568219248,0.322,0.098,0,"3","SORL1"
"3.BLOC1S6",0,0.734221480801835,0.325,0.101,0,"3","BLOC1S6"
"3.BAG3",0,1.42643872026962,0.352,0.128,0,"3","BAG3"
"3.SCCPDH",0,1.4897059868746,0.27,0.047,0,"3","SCCPDH"
"3.FGD2",0,1.76792355614355,0.268,0.045,0,"3","FGD2"
"3.DBNDD2",0,2.19877675123152,0.253,0.03,0,"3","DBNDD2"
"3.CHMP2B",0,0.552134494093628,0.345,0.122,0,"3","CHMP2B"
"3.SQRDL",0,1.31732767189355,0.291,0.068,0,"3","SQRDL"
"3.CTNNB1",0,0.572138740987864,0.341,0.119,0,"3","CTNNB1"
"3.COA6",0,0.793379699915429,0.317,0.095,0,"3","COA6"
"3.TCF12",0,0.877284838209725,0.299,0.077,0,"3","TCF12"
"3.NDUFS2",0,0.600849298371509,0.336,0.115,0,"3","NDUFS2"
"3.TMED3",0,0.678975639686464,0.333,0.112,0,"3","TMED3"
"3.FBXL5",0,0.635303254856081,0.308,0.087,0,"3","FBXL5"
"3.SORBS3",0,1.32491937817056,0.263,0.042,0,"3","SORBS3"
"3.PTPMT1",0,1.09200841606392,0.291,0.07,0,"3","PTPMT1"
"3.NUMB",0,0.849080186142862,0.301,0.08,0,"3","NUMB"
"3.SND1",0,0.761754355557119,0.314,0.094,0,"3","SND1"
"3.FAM46A",0,1.55319308082352,0.271,0.052,0,"3","FAM46A"
"3.ABHD2",0,1.35717585658872,0.272,0.053,0,"3","ABHD2"
"3.SVBP",0,0.841306502449279,0.308,0.089,0,"3","SVBP"
"3.ANAPC13",0,0.703547891460728,0.312,0.093,0,"3","ANAPC13"
"3.HSD17B4",0,1.96734609381777,0.257,0.038,0,"3","HSD17B4"
"3.NRIP1",0,2.07967261701609,0.251,0.032,0,"3","NRIP1"
"3.ISG15",0,0.695046305891399,0.593,0.374,0,"3","ISG15"
"3.RIN3",0,0.924472466648671,0.296,0.077,0,"3","RIN3"
"3.TPMT",0,1.21109258324993,0.274,0.056,0,"3","TPMT"
"3.MTMR14",0,0.684090417380923,0.31,0.092,0,"3","MTMR14"
"3.IRF5",0,1.9420533144946,0.256,0.038,0,"3","IRF5"
"3.IL18BP",0,2.17433370149272,0.251,0.033,0,"3","IL18BP"
"3.REEP3",0,0.801976995677156,0.294,0.076,0,"3","REEP3"
"3.FOXO3",0,1.37911342612045,0.277,0.06,0,"3","FOXO3"
"3.OSM",0,2.33851763156661,0.261,0.044,0,"3","OSM"
"3.DHRS3",0,1.39719569579682,0.258,0.041,0,"3","DHRS3"
"3.MLX",0,0.626688959274405,0.314,0.097,0,"3","MLX"
"3.HVCN1",0,0.886707523429054,0.264,0.048,0,"3","HVCN1"
"3.CMIP",0,1.10009761069598,0.281,0.065,0,"3","CMIP"
"3.SLC25A19",0,1.44549636892214,0.275,0.059,0,"3","SLC25A19"
"3.RPL26L1",0,0.914279368433286,0.298,0.082,0,"3","RPL26L1"
"3.FLII",0,1.07766723775783,0.283,0.067,0,"3","FLII"
"3.PRKCD",0,1.52984498286026,0.266,0.051,0,"3","PRKCD"
"3.TCEAL3",0,1.6123781503788,0.256,0.041,0,"3","TCEAL3"
"3.ZDHHC24",0,0.602044373833116,0.306,0.091,0,"3","ZDHHC24"
"3.RTCB",0,0.61265112180809,0.314,0.099,0,"3","RTCB"
"3.UBE2R2",0,1.14282603443474,0.286,0.071,0,"3","UBE2R2"
"3.NARS",0,0.895314699264413,0.294,0.079,0,"3","NARS"
"3.G0S2",0,3.0718797184284,0.252,0.038,0,"3","G0S2"
"3.AHCY",0,0.894652682786331,0.291,0.077,0,"3","AHCY"
"3.IFIT2",0,1.40779776332238,0.261,0.048,0,"3","IFIT2"
"3.NUP62",0,1.27461024405769,0.275,0.062,0,"3","NUP62"
"3.PLEC",0,0.823563917161788,0.304,0.091,0,"3","PLEC"
"3.QSOX1",0,1.28924717237641,0.266,0.054,0,"3","QSOX1"
"3.RALB",0,1.15616647907537,0.268,0.056,0,"3","RALB"
"3.IGF2R",0,1.52784288670655,0.257,0.045,0,"3","IGF2R"
"3.GINM1",0,0.717869162149566,0.293,0.081,0,"3","GINM1"
"3.DNM2",0,0.906203354593972,0.291,0.079,0,"3","DNM2"
"3.SH3TC1",0,1.66108020906226,0.257,0.046,0,"3","SH3TC1"
"3.ANKH",0,1.1337826361387,0.273,0.062,0,"3","ANKH"
"3.ARPC4",0,0.668959242073963,0.327,0.117,0,"3","ARPC4"
"3.LAMTOR3",0,0.517297382668094,0.319,0.109,0,"3","LAMTOR3"
"3.RAPGEF1",0,1.13202083773046,0.28,0.07,0,"3","RAPGEF1"
"3.WDR45B",0,1.04598339238919,0.281,0.071,0,"3","WDR45B"
"3.S100A6",0,0.968849049902505,0.859,0.649,0,"3","S100A6"
"3.BCAP29",0,0.649300938672663,0.291,0.081,0,"3","BCAP29"
"3.DHRS4",0,0.938625870265652,0.281,0.072,0,"3","DHRS4"
"3.GGA1",0,0.546058291266356,0.299,0.09,0,"3","GGA1"
"3.SMIM3",0,1.48672291641551,0.255,0.047,0,"3","SMIM3"
"3.MKNK2",0,0.605023874695273,0.322,0.114,0,"3","MKNK2"
"3.DOCK2",0,0.559819131755452,0.309,0.101,0,"3","DOCK2"
"3.HOOK3",0,0.646569418519573,0.302,0.094,0,"3","HOOK3"
"3.AHCYL1",0,1.31547238090519,0.261,0.054,0,"3","AHCYL1"
"3.MCFD2",0,1.07894120743765,0.269,0.062,0,"3","MCFD2"
"3.C9orf72",0,1.48791918041694,0.253,0.046,0,"3","C9orf72"
"3.HPS5",0,1.23108847168274,0.256,0.049,0,"3","HPS5"
"3.ADRBK1",0,0.639696554589551,0.31,0.103,0,"3","ADRBK1"
"3.NDUFA8",0,0.554197498284562,0.301,0.094,0,"3","NDUFA8"
"3.CYB5R4",0,0.725248738418672,0.288,0.081,0,"3","CYB5R4"
"3.MRPL17",0,0.794041132196061,0.288,0.081,0,"3","MRPL17"
"3.LARP1",0,0.988393329226221,0.276,0.07,0,"3","LARP1"
"3.CAPRIN1",0,0.519729223623094,0.303,0.097,0,"3","CAPRIN1"
"3.LINC00936",0,0.964680344860094,0.307,0.101,0,"3","LINC00936"
"3.OSTM1",0,0.968010497491684,0.269,0.064,0,"3","OSTM1"
"3.TRIM14",0,0.882864242188593,0.268,0.063,0,"3","TRIM14"
"3.PHLDA2",0,1.22420400274876,0.279,0.074,0,"3","PHLDA2"
"3.RALBP1",0,0.929097726411863,0.279,0.074,0,"3","RALBP1"
"3.SPTSSA",0,0.758317982914307,0.294,0.089,0,"3","SPTSSA"
"3.CYB5R1",0,0.923884484079226,0.263,0.059,0,"3","CYB5R1"
"3.CNIH4",0,0.641152103733511,0.308,0.104,0,"3","CNIH4"
"3.CHMP3",0,1.01501713380572,0.272,0.068,0,"3","CHMP3"
"3.DERA",0,1.13609751686875,0.262,0.058,0,"3","DERA"
"3.STAT2",0,1.0278556288391,0.271,0.067,0,"3","STAT2"
"3.TOM1",0,0.851688267598114,0.277,0.073,0,"3","TOM1"
"3.SDHD",0,0.935506635751128,0.295,0.091,0,"3","SDHD"
"3.TSEN34",0,0.588431052233413,0.292,0.088,0,"3","TSEN34"
"3.JKAMP",0,0.639419951675688,0.282,0.078,0,"3","JKAMP"
"3.ACOT9",0,0.876465192074336,0.273,0.07,0,"3","ACOT9"
"3.ADAM28",0,0.861759118779064,0.26,0.057,0,"3","ADAM28"
"3.MCUR1",0,0.846811340775061,0.289,0.086,0,"3","MCUR1"
"3.HACD4",0,0.638240306652432,0.3,0.097,0,"3","HACD4"
"3.ZNF330",0,0.909328288440341,0.272,0.07,0,"3","ZNF330"
"3.TMEM60",0,0.941072689654832,0.266,0.064,0,"3","TMEM60"
"3.ADCY7",0,1.06755490967439,0.259,0.057,0,"3","ADCY7"
"3.RP11-160E2.6",0,1.62535200774029,0.277,0.075,0,"3","RP11-160E2.6"
"3.ARSA",0,0.793866472143884,0.289,0.087,0,"3","ARSA"
"3.MAP3K11",0,1.07865620857606,0.265,0.064,0,"3","MAP3K11"
"3.DUSP6",0,1.17374400373089,0.263,0.062,0,"3","DUSP6"
"3.PSMD1",0,0.567047951897073,0.293,0.092,0,"3","PSMD1"
"3.MAPKAPK3",0,0.542226126392019,0.295,0.094,0,"3","MAPKAPK3"
"3.TMEM141",0,0.567058908190709,0.287,0.086,0,"3","TMEM141"
"3.SEC61A1",0,0.609259230102571,0.308,0.108,0,"3","SEC61A1"
"3.PAPSS1",0,0.876136728581489,0.274,0.074,0,"3","PAPSS1"
"3.FAM192A",0,0.525473289094056,0.293,0.093,0,"3","FAM192A"
"3.CD74",0,2.44262609192579,0.972,0.772,0,"3","CD74"
"3.C1orf122",0,1.07267413931952,0.265,0.066,0,"3","C1orf122"
"3.TRIP12",0,0.770155356191615,0.278,0.079,0,"3","TRIP12"
"3.KLHDC3",0,0.817663451586742,0.275,0.076,0,"3","KLHDC3"
"3.NCOR2",0,1.18676254884563,0.254,0.055,0,"3","NCOR2"
"3.CDK4",0,0.606218132311162,0.291,0.092,0,"3","CDK4"
"3.C18orf32",0,0.558715799905253,0.296,0.097,0,"3","C18orf32"
"3.TOR3A",0,0.51377318350244,0.314,0.116,0,"3","TOR3A"
"3.CTD-2336O2.1",0,1.16469560759202,0.252,0.054,0,"3","CTD-2336O2.1"
"3.CAPN1",0,0.597535852024828,0.288,0.09,0,"3","CAPN1"
"3.IKBIP",0,0.797265594388544,0.282,0.084,0,"3","IKBIP"
"3.CAB39",0,1.00460857177198,0.269,0.072,0,"3","CAB39"
"3.FGD5-AS1",0,0.841920726306998,0.268,0.071,0,"3","FGD5-AS1"
"3.MMP24-AS1",0,0.778424498834965,0.278,0.081,0,"3","MMP24-AS1"
"3.RAD23B",0,0.624688642875802,0.287,0.09,0,"3","RAD23B"
"3.FAM195A",0,1.25964499152469,0.254,0.058,0,"3","FAM195A"
"3.MKKS",0,0.681298298780078,0.292,0.096,0,"3","MKKS"
"3.FAM127A",0,0.787271743822833,0.264,0.069,0,"3","FAM127A"
"3.TM9SF3",0,0.815017338868006,0.272,0.077,0,"3","TM9SF3"
"3.COPS7A",0,1.01075825607123,0.25,0.056,0,"3","COPS7A"
"3.ISOC2",0,0.937776797452487,0.271,0.077,0,"3","ISOC2"
"3.BLOC1S1",0,0.5220675402863,0.364,0.17,0,"3","BLOC1S1"
"3.PDLIM5",0,0.81555982297056,0.259,0.066,0,"3","PDLIM5"
"3.MPDU1",0,0.745906697078215,0.273,0.08,0,"3","MPDU1"
"3.IL17RA",0,0.780002892921009,0.265,0.072,0,"3","IL17RA"
"3.MYD88",0,0.67528738782171,0.281,0.089,0,"3","MYD88"
"3.PAPD4",0,0.58260969591219,0.27,0.078,0,"3","PAPD4"
"3.STXBP2",0,0.826132843518038,0.259,0.067,0,"3","STXBP2"
"3.FNDC3A",0,0.661385310807765,0.288,0.096,0,"3","FNDC3A"
"3.CLPTM1",0,0.59974157576219,0.284,0.092,0,"3","CLPTM1"
"3.TAOK1",0,0.779939886471496,0.259,0.068,0,"3","TAOK1"
"3.PBRM1",0,0.64462999295897,0.279,0.089,0,"3","PBRM1"
"3.FCHSD2",0,0.939939508586984,0.258,0.069,0,"3","FCHSD2"
"3.ACSL4",0,0.933299216973862,0.253,0.065,0,"3","ACSL4"
"3.HK1",0,0.674094488873193,0.263,0.076,0,"3","HK1"
"3.HSD17B12",0,0.817790679172269,0.257,0.071,0,"3","HSD17B12"
"3.PTEN",0,0.978212214167401,0.252,0.066,0,"3","PTEN"
"3.IFIT3",0,1.12431207792935,0.254,0.068,0,"3","IFIT3"
"3.EIF2AK4",0,1.01922280699952,0.253,0.067,0,"3","EIF2AK4"
"3.TRPV2",0,0.639981282554628,0.252,0.066,0,"3","TRPV2"
"3.AZI2",0,0.68983011811888,0.272,0.087,0,"3","AZI2"
"3.PARP12",0,0.656488806922647,0.259,0.074,0,"3","PARP12"
"3.CYB561A3",0,0.759898322343001,0.257,0.072,0,"3","CYB561A3"
"3.DAP",0,0.533240121403508,0.28,0.096,0,"3","DAP"
"3.UBL3",0,0.513166908285863,0.274,0.091,0,"3","UBL3"
"3.SNF8",0,0.624802870783674,0.271,0.088,0,"3","SNF8"
"3.ZSWIM7",0,0.778470602502352,0.251,0.068,0,"3","ZSWIM7"
"3.SLC50A1",0,0.567931092778864,0.266,0.084,0,"3","SLC50A1"
"3.MAFF",0,0.61791336087289,0.285,0.104,0,"3","MAFF"
"3.POLDIP2",0,0.510180558554268,0.267,0.087,0,"3","POLDIP2"
"3.TMEM259",0,0.652265712382344,0.264,0.085,0,"3","TMEM259"
"3.TXNL4A",0,0.578673437546094,0.276,0.098,0,"3","TXNL4A"
"3.NBN",0,0.623393833803156,0.267,0.09,0,"3","NBN"
"3.COMMD4",0,0.52140066082808,0.259,0.082,0,"3","COMMD4"
"3.PPP1R15B",0,0.554012379577676,0.278,0.103,0,"3","PPP1R15B"
"3.MBD2",0,0.729457152984087,0.256,0.082,0,"3","MBD2"
"3.GCHFR",0,1.15398957727446,0.283,0.113,0,"3","GCHFR"
"3.ILF3-AS1",0,0.814204300364905,0.251,0.109,0,"3","ILF3-AS1"
"3.SERF2",0,0.730143821334444,0.959,0.858,0,"3","SERF2"
"3.FTL",0,3.7573858285488,1,0.924,0,"3","FTL"
"3.FTH1",0,1.79912347133606,0.999,0.938,0,"3","FTH1"
"3.MT-ND4",0,0.511599465882457,0.965,0.939,0,"3","MT-ND4"
"3.TMSB10",0,0.720232631139717,0.982,0.965,0,"3","TMSB10"
"4.GNLY",0,4.81475189418732,0.812,0.071,0,"4","GNLY"
"4.KLRD1",0,3.84014521485854,0.765,0.083,0,"4","KLRD1"
"4.NKG7",0,2.98336806901735,0.877,0.229,0,"4","NKG7"
"4.CTSW",0,2.60738026359639,0.734,0.18,0,"4","CTSW"
"4.TRDC",0,4.54679275524407,0.536,0.022,0,"4","TRDC"
"4.XCL2",0,3.23851386071965,0.579,0.069,0,"4","XCL2"
"4.GZMB",0,3.01408435936904,0.608,0.116,0,"4","GZMB"
"4.HOPX",0,2.75933144992847,0.615,0.13,0,"4","HOPX"
"4.XCL1",0,3.09484992293184,0.567,0.087,0,"4","XCL1"
"4.CST7",0,1.80364372721,0.696,0.29,0,"4","CST7"
"4.KLRC1",0,4.06779889117543,0.439,0.034,0,"4","KLRC1"
"4.CCL5",0,1.4054836797802,0.825,0.423,0,"4","CCL5"
"4.PRF1",0,3.2660267550527,0.5,0.101,0,"4","PRF1"
"4.CD7",0,1.650426029004,0.733,0.368,0,"4","CD7"
"4.GZMA",0,1.83672774937192,0.585,0.224,0,"4","GZMA"
"4.KLRB1",0,1.88826019778314,0.529,0.17,0,"4","KLRB1"
"4.CCL4",0,1.38183412522322,0.676,0.326,0,"4","CCL4"
"4.MATK",0,3.00245179886618,0.383,0.065,0,"4","MATK"
"4.AREG",0,2.4089318441152,0.533,0.234,0,"4","AREG"
"4.IL2RB",0,2.28589347810796,0.41,0.121,0,"4","IL2RB"
"4.FCER1G",0,0.764668541155958,0.49,0.206,0,"4","FCER1G"
"4.KLRF1",0,7.68222475419499,0.279,0.002,0,"4","KLRF1"
"4.IFITM2",0,1.33938642986294,0.844,0.591,0,"4","IFITM2"
"4.CLIC3",0,3.09555425013758,0.306,0.059,0,"4","CLIC3"
"4.CD247",0,1.77858038266194,0.45,0.207,0,"4","CD247"
"4.SYTL3",0,1.61434805129183,0.429,0.196,0,"4","SYTL3"
"4.ZNF683",0,1.81669972426712,0.335,0.105,0,"4","ZNF683"
"4.GZMH",0,2.07963827783912,0.331,0.101,0,"4","GZMH"
"4.CD69",0,1.05696524242273,0.755,0.529,0,"4","CD69"
"4.PLAC8",0,2.29870214854897,0.325,0.101,0,"4","PLAC8"
"4.HCST",0,1.13539832806153,0.723,0.507,0,"4","HCST"
"4.ID2",0,1.21487889579215,0.561,0.352,0,"4","ID2"
"4.TRBC1",0,0.713503717197456,0.44,0.251,0,"4","TRBC1"
"4.TNFRSF18",0,1.29724676598059,0.306,0.119,0,"4","TNFRSF18"
"4.MAFF",0,1.98989818317357,0.296,0.113,0,"4","MAFF"
"4.GZMM",0,1.45895761137527,0.345,0.162,0,"4","GZMM"
"4.CMC1",0,2.70161356897456,0.324,0.142,0,"4","CMC1"
"4.GPR65",0,1.53502607235145,0.395,0.214,0,"4","GPR65"
"4.APOBEC3G",0,1.22286840326679,0.425,0.245,0,"4","APOBEC3G"
"4.CLEC2B",0,0.944456224925444,0.57,0.393,0,"4","CLEC2B"
"4.ADGRE5",0,1.1772387716853,0.469,0.299,0,"4","ADGRE5"
"4.RUNX3",0,1.24753477670604,0.337,0.185,0,"4","RUNX3"
"4.IER2",0,0.950406137079439,0.679,0.534,0,"4","IER2"
"4.CD96",0,0.705682364913474,0.378,0.238,0,"4","CD96"
"4.LITAF",0,0.904737667135426,0.612,0.472,0,"4","LITAF"
"4.REL",0,1.0866697347997,0.57,0.431,0,"4","REL"
"4.STAT4",0,0.908871675774033,0.31,0.172,0,"4","STAT4"
"4.IFNG",0,0.714409725800978,0.269,0.135,0,"4","IFNG"
"4.PTPN22",0,0.936169694011576,0.343,0.211,0,"4","PTPN22"
"4.BIN2",0,1.23709030485541,0.341,0.209,0,"4","BIN2"
"4.PIK3R1",0,1.11399773966207,0.391,0.259,0,"4","PIK3R1"
"4.FOSL2",0,1.16995165301946,0.329,0.2,0,"4","FOSL2"
"4.SEPT7",0,0.832408098205063,0.543,0.416,0,"4","SEPT7"
"4.DDIT4",0,0.77485989326867,0.571,0.444,0,"4","DDIT4"
"4.EVL",0,0.611868255106482,0.561,0.437,0,"4","EVL"
"4.CHST12",0,1.31176764272122,0.266,0.143,0,"4","CHST12"
"4.FYN",0,0.62671840115859,0.37,0.247,0,"4","FYN"
"4.C12orf75",0,1.08404211750333,0.295,0.172,0,"4","C12orf75"
"4.VPS37B",0,0.941970089519339,0.346,0.225,0,"4","VPS37B"
"4.CDC42SE1",0,1.26845083168793,0.332,0.212,0,"4","CDC42SE1"
"4.RALGAPA1",0,1.0373039415112,0.324,0.207,0,"4","RALGAPA1"
"4.DUSP2",0,0.803325579043745,0.704,0.587,0,"4","DUSP2"
"4.RNF125",0,1.08145701623523,0.253,0.141,0,"4","RNF125"
"4.TUBA4A",0,0.782182111570638,0.437,0.325,0,"4","TUBA4A"
"4.GADD45B",0,0.729004405217624,0.534,0.424,0,"4","GADD45B"
"4.BHLHE40",0,1.18237914813263,0.304,0.194,0,"4","BHLHE40"
"4.GLIPR2",0,1.16913076055311,0.298,0.19,0,"4","GLIPR2"
"4.APMAP",0,1.59436188006534,0.255,0.149,0,"4","APMAP"
"4.CTD-3252C9.4",0,1.0276046270508,0.318,0.213,0,"4","CTD-3252C9.4"
"4.NR4A2",0,0.553781993424617,0.662,0.557,0,"4","NR4A2"
"4.STK17A",0,0.576606323203841,0.471,0.366,0,"4","STK17A"
"4.ARHGAP9",0,0.896631098801228,0.327,0.223,0,"4","ARHGAP9"
"4.SLC38A1",0,0.848051602502555,0.293,0.189,0,"4","SLC38A1"
"4.PRKCH",0,0.801960845496779,0.277,0.176,0,"4","PRKCH"
"4.SOCS1",0,0.667840869584591,0.435,0.334,0,"4","SOCS1"
"4.LDLRAD4",0,1.51600587489118,0.273,0.173,0,"4","LDLRAD4"
"4.RARRES3",0,0.616666223506504,0.534,0.437,0,"4","RARRES3"
"4.PARP8",0,0.850732861886064,0.263,0.166,0,"4","PARP8"
"4.CCND3",0,0.913614364544679,0.363,0.266,0,"4","CCND3"
"4.CCL3",0,0.743375068132274,0.277,0.182,0,"4","CCL3"
"4.IRF1",0,0.642119559677166,0.51,0.416,0,"4","IRF1"
"4.MAP3K8",0,1.08216538783946,0.313,0.219,0,"4","MAP3K8"
"4.AKNA",0,1.15503908619893,0.25,0.157,0,"4","AKNA"
"4.GABARAPL1",0,0.770192146431516,0.293,0.201,0,"4","GABARAPL1"
"4.TPST2",0,1.26181740177441,0.273,0.185,0,"4","TPST2"
"4.UBB",0,0.561045210784604,0.877,0.789,0,"4","UBB"
"4.MBP",0,0.910007263822349,0.319,0.232,0,"4","MBP"
"4.BZW1",0,0.734534103456106,0.393,0.309,0,"4","BZW1"
"4.PIM1",0,0.991207511693171,0.268,0.184,0,"4","PIM1"
"4.SRGN",0,0.569828559539511,0.954,0.871,0,"4","SRGN"
"4.PPP2R5C",0,0.598870286842845,0.383,0.306,0,"4","PPP2R5C"
"4.TBC1D10C",0,0.561066450718256,0.306,0.23,0,"4","TBC1D10C"
"4.CD55",0,0.574211769030015,0.36,0.286,0,"4","CD55"
"4.GSTP1",0,0.590648891796597,0.494,0.42,0,"4","GSTP1"
"4.MSN",0,0.706541626151881,0.416,0.342,0,"4","MSN"
"4.IDI1",0,0.684536527439582,0.296,0.223,0,"4","IDI1"
"4.MYL12A",0,0.596698426099027,0.788,0.716,0,"4","MYL12A"
"4.RSRP1",0,0.542982813342977,0.528,0.456,0,"4","RSRP1"
"4.IFRD1",0,0.757457525880574,0.334,0.263,0,"4","IFRD1"
"4.RHOF",0,0.651493733697792,0.265,0.194,0,"4","RHOF"
"4.MAPRE2",0,0.734116584067175,0.265,0.194,0,"4","MAPRE2"
"4.SLC9A3R1",0,0.610901836286044,0.351,0.281,0,"4","SLC9A3R1"
"4.MYADM",0,0.566150756265908,0.379,0.31,0,"4","MYADM"
"4.DOK2",0,0.712931787226173,0.348,0.279,0,"4","DOK2"
"4.PTPN7",0,0.73228544765753,0.271,0.205,0,"4","PTPN7"
"4.SLA",0,0.524512042842944,0.387,0.321,0,"4","SLA"
"4.SRSF2",0,0.563400641028184,0.619,0.554,0,"4","SRSF2"
"4.SYNE2",0,0.531968540586801,0.272,0.208,0,"4","SYNE2"
"4.DHRS7",0,0.761219627297388,0.335,0.271,0,"4","DHRS7"
"4.TGFB1",0,0.869383427157348,0.342,0.279,0,"4","TGFB1"
"4.ZEB2",0,0.855436703406009,0.271,0.209,0,"4","ZEB2"
"4.DDX5",0,0.537020988929141,0.764,0.703,0,"4","DDX5"
"4.OSTF1",0,0.737466456315457,0.366,0.305,0,"4","OSTF1"
"4.CNOT2",0,0.970268620759197,0.255,0.194,0,"4","CNOT2"
"4.PTP4A1",0,0.867849894826042,0.296,0.236,0,"4","PTP4A1"
"4.NR4A1",0,0.709688213264256,0.416,0.356,0,"4","NR4A1"
"4.CNOT6L",0,0.555729164818927,0.283,0.223,0,"4","CNOT6L"
"4.JAK1",0,0.654213514156465,0.475,0.416,0,"4","JAK1"
"4.LCP1",0,0.501578543001024,0.474,0.415,0,"4","LCP1"
"4.MRPS6",0,0.770097129925104,0.345,0.286,0,"4","MRPS6"
"4.FAM177A1",0,0.561136883679195,0.434,0.377,0,"4","FAM177A1"
"4.ARF6",0,0.789270480627994,0.308,0.251,0,"4","ARF6"
"4.DNAJB6",0,0.501093196007489,0.513,0.458,0,"4","DNAJB6"
"4.CD53",0,0.51070070767605,0.494,0.443,0,"4","CD53"
"4.CKLF",0,0.730975326446751,0.295,0.244,0,"4","CKLF"
"4.SERTAD1",0,0.520491682671257,0.385,0.335,0,"4","SERTAD1"
"4.NFE2L2",0,0.751065473073912,0.332,0.283,0,"4","NFE2L2"
"4.SYAP1",0,0.773650220608345,0.278,0.23,0,"4","SYAP1"
"4.ARPC5L",0,0.749849823669155,0.275,0.227,0,"4","ARPC5L"
"4.SRSF5",0,0.524561819077488,0.549,0.503,0,"4","SRSF5"
"4.BTG2",0,0.58507743414641,0.536,0.491,0,"4","BTG2"
"4.RAP1B",0,0.635954832749892,0.389,0.344,0,"4","RAP1B"
"4.IFITM1",0,0.505461523945051,0.588,0.544,0,"4","IFITM1"
"4.FOSB",0,0.540026855842856,0.549,0.507,0,"4","FOSB"
"4.RBM39",0,0.520156709852926,0.562,0.523,0,"4","RBM39"
"4.HSPE1",0,0.532219784803922,0.628,0.597,0,"4","HSPE1"
"4.H2AFX",2.22044604925031e-16,0.552887126965614,0.288,0.236,5.75894887333561e-12,"4","H2AFX"
"4.HSPA1A",2.22044604925031e-16,0.630710846864493,0.56,0.528,5.75894887333561e-12,"4","HSPA1A"
"4.AKAP13",4.44089209850063e-16,0.525794393626125,0.384,0.347,1.15178977466712e-11,"4","AKAP13"
"4.CDK2AP2",8.88178419700125e-16,0.593169778810929,0.339,0.299,2.30357954933424e-11,"4","CDK2AP2"
"4.SEC11A",1.55431223447522e-15,0.506563386279252,0.385,0.349,4.03126421133493e-11,"4","SEC11A"
"4.C9orf142",2.44249065417534e-15,0.535780798127327,0.354,0.311,6.33484376066917e-11,"4","C9orf142"
"4.KDM6B",2.66453525910038e-15,0.667912807086712,0.275,0.23,6.91073864800273e-11,"4","KDM6B"
"4.ITGB2",6.43929354282591e-15,0.540606581045284,0.439,0.401,1.67009517326733e-10,"4","ITGB2"
"4.ANKRD37",7.70272734484934e-13,0.592153653790006,0.288,0.246,1.99777936416012e-08,"4","ANKRD37"
"4.FAM49B",1.55520041289492e-12,0.509274052237633,0.373,0.346,4.03356779088426e-08,"4","FAM49B"
"4.DSTN",1.87294624254264e-12,0.762909222626732,0.252,0.219,4.85767337465859e-08,"4","DSTN"
"4.EIF4A1",3.9315217748026e-12,0.663963525745309,0.25,0.214,1.0196794875128e-07,"4","EIF4A1"
"4.FLNA",3.80959708223827e-11,0.598634692003267,0.266,0.229,9.88057099249318e-07,"4","FLNA"
"4.NR4A3",3.90194543342659e-11,0.545078333475583,0.281,0.24,1.01200856761352e-06,"4","NR4A3"
"4.TAF7",7.14313053151727e-11,0.516787321239743,0.3,0.265,1.85264233465432e-06,"4","TAF7"
"4.PPP1R18",1.03997987999094e-09,0.534629833103017,0.311,0.286,2.6972918167445e-05,"4","PPP1R18"
"4.PRMT2",1.59004986954869e-09,0.576330442947659,0.302,0.278,4.12395334166149e-05,"4","PRMT2"
"4.JUND",1.40584748953287e-07,0.808125996221198,0.388,0.375,0.00364620604885246,"4","JUND"
"4.CTSA",7.98348439579044e-07,0.575401592149805,0.261,0.241,0.0207059651289221,"4","CTSA"
"4.SCP2",2.97237421897911e-06,0.509999373171484,0.278,0.265,0.0770914977434423,"4","SCP2"
"4.PRDX5",2.22302487116188e-05,0.50170784330479,0.344,0.348,0.576563730584546,"4","PRDX5"
"5.MS4A1",0,7.27849712314322,0.843,0.015,0,"5","MS4A1"
"5.CD79A",0,4.53047494350294,0.799,0.08,0,"5","CD79A"
"5.HLA-DRA",0,1.61860529194533,0.988,0.415,0,"5","HLA-DRA"
"5.BANK1",0,8.01082708836766,0.529,0.008,0,"5","BANK1"
"5.HLA-DQA1",0,1.41931015557025,0.809,0.298,0,"5","HLA-DQA1"
