"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"5.HLA-DQB1",0,1.71455452378513,0.822,0.326,0,"5","HLA-DQB1"
"5.HLA-DPB1",0,1.30195882678285,0.925,0.462,0,"5","HLA-DPB1"
"5.HLA-DPA1",0,1.12626776207564,0.933,0.48,0,"5","HLA-DPA1"
"5.HLA-DRB5",0,1.07807255289273,0.798,0.372,0,"5","HLA-DRB5"
"5.CD83",0,2.74384061287867,0.652,0.23,0,"5","CD83"
"5.VPREB3",0,8.60089684092873,0.414,0.003,0,"5","VPREB3"
"5.HLA-DRB1",0,0.74568360519121,0.882,0.479,0,"5","HLA-DRB1"
"5.CD79B",0,4.17545125872047,0.454,0.059,0,"5","CD79B"
"5.SMIM14",0,3.99728894242031,0.476,0.081,0,"5","SMIM14"
"5.ARHGAP24",0,5.33341536383503,0.397,0.025,0,"5","ARHGAP24"
"5.MEF2C",0,3.61329670967701,0.477,0.11,0,"5","MEF2C"
"5.RALGPS2",0,5.07130463374253,0.391,0.03,0,"5","RALGPS2"
"5.LINC00926",0,7.97064787516,0.366,0.005,0,"5","LINC00926"
"5.ADAM28",0,4.34073433255369,0.4,0.059,0,"5","ADAM28"
"5.IRF8",0,3.08046050921796,0.427,0.099,0,"5","IRF8"
"5.CD37",0,2.1809409066812,0.905,0.579,0,"5","CD37"
"5.IGHM",0,1.55646009807151,0.365,0.042,0,"5","IGHM"
"5.FCMR",0,2.21786705952784,0.454,0.132,0,"5","FCMR"
"5.CD19",0,6.66601401482698,0.33,0.009,0,"5","CD19"
"5.HLA-DQA2",0,2.0962039557107,0.452,0.132,0,"5","HLA-DQA2"
"5.HLA-DMA",0,1.25234539046681,0.597,0.287,0,"5","HLA-DMA"
"5.CD24",0,1.72306548556252,0.406,0.114,0,"5","CD24"
"5.POU2F2",0,2.75523381401569,0.411,0.121,0,"5","POU2F2"
"5.TNFRSF13C",0,6.27529991745291,0.281,0.008,0,"5","TNFRSF13C"
"5.HVCN1",0,4.11514665405947,0.325,0.056,0,"5","HVCN1"
"5.FCRLA",0,7.48978236062133,0.273,0.006,0,"5","FCRLA"
"5.SWAP70",0,3.5505533791579,0.33,0.07,0,"5","SWAP70"
"5.LTB",0,0.692837841022329,0.621,0.362,0,"5","LTB"
"5.LY9",0,2.96164748074687,0.329,0.079,0,"5","LY9"
"5.BLK",0,6.15288804466246,0.253,0.006,0,"5","BLK"
"5.PKIG",0,5.27350667128378,0.262,0.015,0,"5","PKIG"
"5.CD55",0,1.66739723956308,0.519,0.275,0,"5","CD55"
"5.SNX2",0,2.07882954409639,0.423,0.18,0,"5","SNX2"
"5.PDLIM1",0,3.74968612429841,0.279,0.037,0,"5","PDLIM1"
"5.TCF4",0,3.11136402869223,0.334,0.093,0,"5","TCF4"
"5.SELL",0,1.37896157034724,0.428,0.187,0,"5","SELL"
"5.HLA-DMB",0,1.66777995503654,0.407,0.167,0,"5","HLA-DMB"
"5.NCF1",0,1.88656081871118,0.451,0.212,0,"5","NCF1"
"5.MARCH1",0,3.08826817338929,0.323,0.092,0,"5","MARCH1"
"5.CD40",0,3.14764659192061,0.306,0.077,0,"5","CD40"
"5.CCR7",0,1.15422916326636,0.395,0.17,0,"5","CCR7"
"5.CD52",0,0.82214695053228,0.84,0.62,0,"5","CD52"
"5.CD74",0,1.63876569395745,1,0.781,0,"5","CD74"
"5.TMEM243",0,1.4537154675175,0.419,0.228,0,"5","TMEM243"
"5.LY86",0,2.53469988513348,0.282,0.094,0,"5","LY86"
"5.FAM65B",0,1.7185120328033,0.28,0.098,0,"5","FAM65B"
"5.IFT57",0,2.47678852077644,0.263,0.081,0,"5","IFT57"
"5.LIMD2",0,0.943962283935615,0.639,0.457,0,"5","LIMD2"
"5.SYNGR2",0,1.2641701984112,0.52,0.339,0,"5","SYNGR2"
"5.LAPTM5",0,0.946204953429089,0.834,0.658,0,"5","LAPTM5"
"5.SYPL1",0,1.49373318176075,0.358,0.183,0,"5","SYPL1"
"5.TXNIP",0,0.963133185838176,0.702,0.527,0,"5","TXNIP"
"5.REL",0,0.904799778949028,0.6,0.429,0,"5","REL"
"5.ORAI2",0,2.32048158621315,0.258,0.093,0,"5","ORAI2"
"5.PLAC8",0,1.14660125484214,0.262,0.105,0,"5","PLAC8"
"5.STX7",0,2.20768371241356,0.271,0.124,0,"5","STX7"
"5.LAT2",0,1.95395624580389,0.268,0.121,0,"5","LAT2"
"5.LYN",0,2.156930635356,0.255,0.113,0,"5","LYN"
"5.PPM1K",0,1.3494104483629,0.313,0.172,0,"5","PPM1K"
"5.GLTSCR2",0,0.959600612649756,0.625,0.485,0,"5","GLTSCR2"
"5.UVRAG",0,1.78286201981153,0.273,0.135,0,"5","UVRAG"
"5.SP140",0,1.26220344860514,0.289,0.154,0,"5","SP140"
"5.POLD4",0,1.48272932116882,0.364,0.231,0,"5","POLD4"
"5.ID3",0,1.18769959005926,0.303,0.172,0,"5","ID3"
"5.RCSD1",0,1.4978231494413,0.32,0.191,0,"5","RCSD1"
"5.STK17A",0,0.715601115911983,0.494,0.365,0,"5","STK17A"
"5.PNISR",0,0.879067237946457,0.52,0.393,0,"5","PNISR"
"5.CD69",0,0.541600837923126,0.662,0.535,0,"5","CD69"
"5.PARP14",0,1.54365151498099,0.301,0.178,0,"5","PARP14"
"5.PTPN6",0,1.42620262394733,0.312,0.191,0,"5","PTPN6"
"5.MARCKSL1",0,1.0974140370719,0.337,0.219,0,"5","MARCKSL1"
"5.NFKBID",0,1.55438977553004,0.294,0.176,0,"5","NFKBID"
"5.CTSH",0,0.964839218166018,0.302,0.185,0,"5","CTSH"
"5.PRDM2",0,1.44154539951871,0.255,0.139,0,"5","PRDM2"
"5.DRAM2",0,1.56904256403178,0.275,0.16,0,"5","DRAM2"
"5.EEF2",0,0.770239933170213,0.79,0.675,0,"5","EEF2"
"5.RNASET2",0,0.627568492170174,0.48,0.369,0,"5","RNASET2"
"5.RPS11",0,1.02591819536795,0.885,0.774,0,"5","RPS11"
"5.RPS2",0,0.955231080923114,0.912,0.803,0,"5","RPS2"
"5.SMCHD1",0,0.88410084095522,0.462,0.355,0,"5","SMCHD1"
"5.SLC25A6",0,0.718697251356082,0.714,0.607,0,"5","SLC25A6"
"5.ZFAS1",0,0.781854621703979,0.641,0.535,0,"5","ZFAS1"
"5.SF1",0,0.712467516684573,0.536,0.433,0,"5","SF1"
"5.IFI44L",0,1.0237352544065,0.31,0.207,0,"5","IFI44L"
"5.RPL13A",0,1.06121143059039,0.873,0.771,0,"5","RPL13A"
"5.OFD1",0,1.04695662524847,0.265,0.164,0,"5","OFD1"
"5.ANKRD44",0,1.07575199324784,0.29,0.189,0,"5","ANKRD44"
"5.CMTM6",0,1.03978029424079,0.415,0.315,0,"5","CMTM6"
"5.TAF1D",0,0.86477910427052,0.408,0.308,0,"5","TAF1D"
"5.EEF1B2",0,0.823474605102298,0.92,0.822,0,"5","EEF1B2"
"5.ITSN2",0,1.12440312612632,0.318,0.221,0,"5","ITSN2"
"5.CD48",0,0.543046193096682,0.493,0.396,0,"5","CD48"
"5.SP100",0,0.787822475555126,0.45,0.355,0,"5","SP100"
"5.ATP2B1",0,1.01558664683706,0.325,0.232,0,"5","ATP2B1"
"5.C6orf48",0,0.988680762072327,0.286,0.193,0,"5","C6orf48"
"5.PARP1",0,1.11410257780141,0.323,0.231,0,"5","PARP1"
"5.SMARCB1",0,1.37475498856488,0.253,0.161,0,"5","SMARCB1"
"5.HERPUD1",0,0.678909168632507,0.603,0.513,0,"5","HERPUD1"
"5.EIF2S3",0,0.925277783358913,0.339,0.25,0,"5","EIF2S3"
"5.FOXP1",0,0.958068417645817,0.299,0.211,0,"5","FOXP1"
"5.TNFAIP8",0,0.756119344403559,0.351,0.263,0,"5","TNFAIP8"
"5.MYCBP2",0,1.00060112615894,0.326,0.24,0,"5","MYCBP2"
"5.SNX3",0,0.755193876172327,0.449,0.364,0,"5","SNX3"
"5.CD53",0,0.629166909044963,0.525,0.441,0,"5","CD53"
"5.TNRC6B",0,0.978478969313477,0.279,0.195,0,"5","TNRC6B"
"5.ERP29",0,0.783723325925157,0.502,0.419,0,"5","ERP29"
"5.CNPY3",0,0.940195297436069,0.332,0.252,0,"5","CNPY3"
"5.LSM7",0,0.968287065257975,0.393,0.313,0,"5","LSM7"
"5.RGS19",0,1.06655100976199,0.278,0.201,0,"5","RGS19"
"5.RPSA",0,0.743481213601592,0.952,0.877,0,"5","RPSA"
"5.BCL2A1",0,0.583386783057366,0.251,0.178,0,"5","BCL2A1"
"5.RPL18",0,0.696450130992829,0.985,0.912,0,"5","RPL18"
"5.RPL36A",0,0.558173687685466,0.519,0.447,0,"5","RPL36A"
"5.RPL8",0,0.745472212055852,0.986,0.914,0,"5","RPL8"
"5.TRIM22",0,0.754467807225717,0.305,0.234,0,"5","TRIM22"
"5.RPL27A",0,0.789478543180739,0.853,0.782,0,"5","RPL27A"
"5.KMT2E",0,0.593147315517769,0.5,0.43,0,"5","KMT2E"
"5.RPS20",0,0.753169248226488,0.654,0.585,0,"5","RPS20"
"5.DDX17",0,0.687313871098605,0.425,0.358,0,"5","DDX17"
"5.RPL4",0,0.545353914552944,0.868,0.801,0,"5","RPL4"
"5.RPS15",0,0.50952720545527,0.987,0.92,0,"5","RPS15"
"5.CHCHD10",0,0.800952319968935,0.386,0.32,0,"5","CHCHD10"
"5.RPLP2",0,0.919974506930854,0.974,0.909,0,"5","RPLP2"
"5.RPS5",0,0.933992371152777,0.971,0.906,0,"5","RPS5"
"5.CD82",0,0.633364427682493,0.298,0.234,0,"5","CD82"
"5.RPS21",0,0.61989565057707,0.946,0.882,0,"5","RPS21"
"5.RPL37A",0,0.547729120432764,0.893,0.83,0,"5","RPL37A"
"5.RPL26",0,0.541347825312726,0.89,0.827,0,"5","RPL26"
"5.RPL23",0,0.652889288726204,0.698,0.635,0,"5","RPL23"
"5.MTPN",0,0.984854196263066,0.274,0.212,0,"5","MTPN"
"5.SNHG8",0,0.625072641124322,0.416,0.355,0,"5","SNHG8"
"5.ANXA6",0,0.596382489710274,0.304,0.244,0,"5","ANXA6"
"5.GRB2",0,0.645733172596535,0.386,0.327,0,"5","GRB2"
"5.NR4A1",0,0.767870941792671,0.414,0.356,0,"5","NR4A1"
"5.RPL22",0,0.583084861515964,0.919,0.862,0,"5","RPL22"
"5.TAF7",0,0.66597190645072,0.321,0.264,0,"5","TAF7"
"5.RSRP1",0,0.534992810947908,0.513,0.457,0,"5","RSRP1"
"5.LUC7L3",0,0.811935064890209,0.299,0.243,0,"5","LUC7L3"
"5.RPL10A",0,0.606115836659789,0.939,0.883,0,"5","RPL10A"
"5.WSB1",0,0.584726891582478,0.49,0.435,0,"5","WSB1"
"5.RPS10",0,0.668035723467955,0.449,0.397,0,"5","RPS10"
"5.RPS16",0,0.603525657338403,0.955,0.908,0,"5","RPS16"
"5.PTPN1",0,0.911053440338113,0.253,0.208,0,"5","PTPN1"
"5.EIF3L",0,0.527187845053857,0.436,0.391,0,"5","EIF3L"
"5.RPL13",0,0.684681318885068,0.996,0.952,0,"5","RPL13"
"5.ARGLU1",0,0.594256304150517,0.363,0.319,0,"5","ARGLU1"
"5.EIF1B",0,0.645496196139055,0.343,0.3,0,"5","EIF1B"
"5.RPL18A",0,0.825053031377081,0.992,0.949,0,"5","RPL18A"
"5.RPL22L1",0,0.532711749376987,0.478,0.435,0,"5","RPL22L1"
"5.RPL5",0,0.505459715592578,0.959,0.917,0,"5","RPL5"
"5.RBM39",0,0.508658679094135,0.565,0.523,0,"5","RBM39"
"5.RPL29",0,0.57335067398485,0.983,0.943,0,"5","RPL29"
"5.BTG1",0,0.545704256465892,0.928,0.888,0,"5","BTG1"
"5.RPL9",0,0.607941110521299,0.977,0.938,0,"5","RPL9"
"5.GNB2L1",0,0.507497136178528,0.945,0.906,0,"5","GNB2L1"
"5.RPL23A",0,0.553638485987442,0.958,0.921,0,"5","RPL23A"
"5.RPS9",0,0.597635786553283,0.968,0.932,0,"5","RPS9"
"5.RPS6",0,0.676504868051929,0.99,0.956,0,"5","RPS6"
"5.RPL21",0,0.662689753933031,0.964,0.93,0,"5","RPL21"
"5.MT-ND4L",0,0.56994930093623,0.762,0.795,0,"5","MT-ND4L"
"5.RPL37",0,0.52975991114457,0.962,0.93,0,"5","RPL37"
"5.RPS17",0,0.673399870222635,0.568,0.54,0,"5","RPS17"
"5.RPL15",0,0.565080041938316,0.975,0.948,0,"5","RPL15"
"5.RPS23",0,0.837557195871591,0.996,0.969,0,"5","RPS23"
"5.RPL12",0,0.578990799247096,0.987,0.96,0,"5","RPL12"
"5.FAU",0,0.539118819335093,0.985,0.958,0,"5","FAU"
"5.RPS8",0,0.879997877983256,0.994,0.968,0,"5","RPS8"
"5.RPL11",0,0.594417664962668,0.997,0.973,0,"5","RPL11"
"5.RPL3",0,0.568703164341267,0.979,0.955,0,"5","RPL3"
"5.RPS3A",0,0.530805552064452,0.991,0.968,0,"5","RPS3A"
"5.RPL19",0,0.574233892792048,0.997,0.977,0,"5","RPL19"
"5.RPL32",0,0.586215198095276,0.996,0.977,0,"5","RPL32"
"5.RPS18",0,0.634658458153189,0.996,0.978,0,"5","RPS18"
"5.RPS27",0,0.507132103302206,0.994,0.977,0,"5","RPS27"
"5.NAP1L1",2.22044604925031e-16,0.519215367770397,0.448,0.414,5.75894887333561e-12,"5","NAP1L1"
"5.DDX21",4.44089209850063e-16,0.78101006652207,0.283,0.241,1.15178977466712e-11,"5","DDX21"
"5.CSK",2.90878432451791e-14,0.691529900221212,0.261,0.218,7.54422302406965e-10,"5","CSK"
"5.FNBP4",9.70334923522387e-14,0.673544950608247,0.256,0.213,2.51666065764766e-09,"5","FNBP4"
"5.PNN",5.21582776968899e-13,0.67237809275121,0.263,0.223,1.35277709034654e-08,"5","PNN"
"5.C11orf31",6.00941518769105e-11,0.505158835237984,0.408,0.397,1.55860192307955e-06,"5","C11orf31"
"5.VPS37B",2.80335088476136e-10,0.561651383153637,0.267,0.231,7.27077085471706e-06,"5","VPS37B"
"5.MAP3K8",3.29072546989551e-10,0.754204043115837,0.254,0.223,8.53482557872098e-06,"5","MAP3K8"
"5.GDI2",1.30931887554198e-09,0.532254079878738,0.325,0.302,3.39584943560567e-05,"5","GDI2"
"5.PHB2",4.34934421811306e-09,0.565386043427034,0.314,0.292,0.00011280459164098,"5","PHB2"
"5.TCEA1",4.51139503532261e-09,0.549932987196155,0.325,0.304,0.000117007541636127,"5","TCEA1"
"5.SMDT1",5.48753931184365e-09,0.517030015444626,0.359,0.346,0.000142324819591977,"5","SMDT1"
"5.SCAF11",1.85394388729776e-08,0.540547596620928,0.304,0.282,0.000480838886609547,"5","SCAF11"
"5.MX1",3.40216898431223e-07,0.547470187594308,0.253,0.228,0.00882386547771219,"5","MX1"
"5.SRSF10",7.26647728654939e-07,0.508319311055296,0.287,0.267,0.0188463354903945,"5","SRSF10"
"6.LYZ",0,3.86584008546756,0.95,0.149,0,"6","LYZ"
"6.AIF1",0,2.96027125396219,0.931,0.152,0,"6","AIF1"
"6.CST3",0,2.85659593338745,0.97,0.193,0,"6","CST3"
"6.FCER1G",0,2.50915242698019,0.954,0.186,0,"6","FCER1G"
"6.TYROBP",0,2.59674814673154,0.968,0.209,0,"6","TYROBP"
"6.LST1",0,3.76087033400308,0.872,0.132,0,"6","LST1"
"6.PLAUR",0,3.52877811705013,0.872,0.144,0,"6","PLAUR"
"6.SERPINA1",0,3.72448316404856,0.773,0.1,0,"6","SERPINA1"
"6.MS4A6A",0,2.36536859161932,0.779,0.13,0,"6","MS4A6A"
"6.FCN1",0,6.80068058535963,0.654,0.015,0,"6","FCN1"
"6.SPI1",0,2.90180451849703,0.751,0.127,0,"6","SPI1"
"6.C1orf162",0,2.52340102755099,0.794,0.175,0,"6","C1orf162"
"6.IL1B",0,4.47689073251263,0.675,0.06,0,"6","IL1B"
"6.CD68",0,1.72337425515043,0.762,0.151,0,"6","CD68"
"6.FGL2",0,3.01089758325063,0.729,0.12,0,"6","FGL2"
"6.GRN",0,2.06825114712748,0.818,0.21,0,"6","GRN"
"6.TIMP1",0,3.82495793235077,0.809,0.206,0,"6","TIMP1"
"6.NPC2",0,2.02418242463027,0.907,0.307,0,"6","NPC2"
"6.S100A9",0,5.2198205404595,0.675,0.086,0,"6","S100A9"
"6.RNF130",0,2.38239078081805,0.717,0.13,0,"6","RNF130"
"6.NAMPT",0,2.41984879397479,0.844,0.259,0,"6","NAMPT"
"6.FCGRT",0,1.71058928324095,0.748,0.164,0,"6","FCGRT"
"6.CTSS",0,2.32371619341945,0.859,0.276,0,"6","CTSS"
"6.CYBB",0,2.46964817003037,0.695,0.119,0,"6","CYBB"
"6.SOD2",0,2.37491437814413,0.854,0.282,0,"6","SOD2"
"6.CTSB",0,1.26385251664403,0.844,0.274,0,"6","CTSB"
"6.RAB31",0,2.79601400333944,0.677,0.108,0,"6","RAB31"
"6.PSAP",0,1.6962836032566,0.925,0.357,0,"6","PSAP"
"6.GLUL",0,1.7970414807057,0.79,0.229,0,"6","GLUL"
"6.IER3",0,2.58943830700015,0.731,0.173,0,"6","IER3"
"6.MNDA",0,3.4444953161107,0.639,0.085,0,"6","MNDA"
"6.HLA-DRA",0,2.24841432082816,0.972,0.423,0,"6","HLA-DRA"
"6.PLEK",0,2.62495613622774,0.687,0.14,0,"6","PLEK"
"6.TYMP",0,2.12502035677782,0.881,0.335,0,"6","TYMP"
"6.KLF4",0,2.5994367345345,0.647,0.107,0,"6","KLF4"
"6.TNFSF13B",0,2.46581397632636,0.671,0.137,0,"6","TNFSF13B"
"6.BCL2A1",0,2.73977352240602,0.69,0.157,0,"6","BCL2A1"
"6.CSTA",0,4.42350659029876,0.578,0.048,0,"6","CSTA"
"6.CTSH",0,2.291293845783,0.696,0.166,0,"6","CTSH"
"6.S100A8",0,5.16784064340473,0.568,0.042,0,"6","S100A8"
"6.HBEGF",0,3.30042978193066,0.605,0.082,0,"6","HBEGF"
"6.IGSF6",0,2.71914548361329,0.602,0.086,0,"6","IGSF6"
"6.AP1S2",0,2.38415421195275,0.695,0.181,0,"6","AP1S2"
"6.CLEC7A",0,2.93115734174697,0.599,0.088,0,"6","CLEC7A"
"6.HLA-DMA",0,1.75338769147257,0.791,0.281,0,"6","HLA-DMA"
"6.MS4A7",0,1.66435119780498,0.619,0.111,0,"6","MS4A7"
"6.PYCARD",0,1.93968670263309,0.746,0.238,0,"6","PYCARD"
"6.FAM26F",0,2.86047867188201,0.608,0.105,0,"6","FAM26F"
"6.LGALS2",0,4.7113618750209,0.527,0.025,0,"6","LGALS2"
"6.FCGR2A",0,2.14112795703162,0.602,0.102,0,"6","FCGR2A"
"6.IFI30",0,3.2014317652045,0.566,0.075,0,"6","IFI30"
"6.GPX1",0,2.08773500321342,0.914,0.427,0,"6","GPX1"
"6.CD14",0,2.06044164147946,0.589,0.105,0,"6","CD14"
"6.C15orf48",0,3.15123752499325,0.564,0.08,0,"6","C15orf48"
"6.NCF2",0,3.35830987205805,0.554,0.071,0,"6","NCF2"
"6.IFITM3",0,2.17948000380682,0.801,0.323,0,"6","IFITM3"
"6.CTSZ",0,1.37544004532562,0.643,0.167,0,"6","CTSZ"
"6.HLA-DQB1",0,1.97754263860518,0.808,0.333,0,"6","HLA-DQB1"
"6.LGALS1",0,1.48118500821516,0.895,0.423,0,"6","LGALS1"
"6.IFNGR2",0,2.34582220831411,0.604,0.132,0,"6","IFNGR2"
"6.SAMHD1",0,1.72579306053285,0.684,0.213,0,"6","SAMHD1"
"6.AP2S1",0,1.7794673671361,0.727,0.257,0,"6","AP2S1"
"6.HCK",0,3.23228912664788,0.542,0.074,0,"6","HCK"
"6.CEBPD",0,2.52136206776613,0.566,0.103,0,"6","CEBPD"
"6.C5AR1",0,3.14485926878903,0.541,0.081,0,"6","C5AR1"
"6.ANXA5",0,1.36263140834498,0.765,0.306,0,"6","ANXA5"
"6.RAC1",0,1.4387957830815,0.823,0.365,0,"6","RAC1"
"6.LILRB2",0,3.7448935796915,0.517,0.061,0,"6","LILRB2"
"6.PPT1",0,1.84307872172747,0.622,0.17,0,"6","PPT1"
"6.PTPRE",0,2.40593903596139,0.568,0.116,0,"6","PTPRE"
"6.HLA-DRB5",0,1.98124318260441,0.825,0.376,0,"6","HLA-DRB5"
"6.HLA-DMB",0,1.80617302704833,0.608,0.159,0,"6","HLA-DMB"
"6.CFD",0,2.31659575840561,0.544,0.096,0,"6","CFD"
"6.APLP2",0,1.79436706857709,0.613,0.166,0,"6","APLP2"
"6.OLR1",0,3.59606727954911,0.5,0.054,0,"6","OLR1"
"6.FPR1",0,4.2424700105786,0.487,0.041,0,"6","FPR1"
"6.CPVL",0,2.88165093343558,0.514,0.074,0,"6","CPVL"
"6.CXCL16",0,2.15517946071887,0.555,0.117,0,"6","CXCL16"
"6.ANXA2",0,1.47312332976385,0.788,0.351,0,"6","ANXA2"
"6.HLA-DPB1",0,2.18776402348716,0.904,0.469,0,"6","HLA-DPB1"
"6.SMCO4",0,2.62730732244319,0.531,0.097,0,"6","SMCO4"
"6.TSPO",0,1.57869811449122,0.825,0.391,0,"6","TSPO"
"6.HLA-DRB1",0,1.96233459391913,0.914,0.482,0,"6","HLA-DRB1"
"6.MAFB",0,2.06532248633005,0.538,0.108,0,"6","MAFB"
"6.PLSCR1",0,1.55600018217413,0.625,0.195,0,"6","PLSCR1"
"6.TGFBI",0,2.25797669571083,0.526,0.097,0,"6","TGFBI"
"6.PPIF",0,2.95273317895035,0.551,0.122,0,"6","PPIF"
"6.VCAN",0,6.04603287351817,0.443,0.014,0,"6","VCAN"
"6.CD83",0,1.23112437941574,0.663,0.235,0,"6","CD83"
"6.ZEB2",0,1.51752699219164,0.62,0.192,0,"6","ZEB2"
"6.GNAI2",0,1.37746971511923,0.678,0.251,0,"6","GNAI2"
"6.SERPINB1",0,1.56430684325457,0.683,0.257,0,"6","SERPINB1"
"6.RGS2",0,1.58294858771394,0.779,0.355,0,"6","RGS2"
"6.GSTP1",0,1.26523996902948,0.828,0.404,0,"6","GSTP1"
"6.ATP1B3",0,1.35014146667522,0.721,0.298,0,"6","ATP1B3"
"6.HSBP1",0,1.44405911927909,0.659,0.237,0,"6","HSBP1"
"6.ATP6V0B",0,1.28463080242978,0.759,0.337,0,"6","ATP6V0B"
"6.CSF1R",0,2.21239895473226,0.51,0.089,0,"6","CSF1R"
"6.GRINA",0,1.64330095268324,0.63,0.21,0,"6","GRINA"
"6.ETS2",0,2.61772901869324,0.511,0.091,0,"6","ETS2"
"6.PLXDC2",0,2.59588705595115,0.501,0.081,0,"6","PLXDC2"
"6.H2AFY",0,1.44930734755576,0.636,0.217,0,"6","H2AFY"
"6.ARPC1B",0,1.25114082322176,0.793,0.374,0,"6","ARPC1B"
"6.HLA-DPA1",0,2.11619570767588,0.904,0.487,0,"6","HLA-DPA1"
"6.CD63",0,0.977416515472762,0.79,0.373,0,"6","CD63"
"6.FCGR3A",0,1.80723856194773,0.545,0.129,0,"6","FCGR3A"
"6.MGAT1",0,1.64072117834688,0.62,0.205,0,"6","MGAT1"
"6.HLA-DQA1",0,1.88071412808954,0.723,0.309,0,"6","HLA-DQA1"
"6.CEBPB",0,2.13355533931679,0.566,0.152,0,"6","CEBPB"
"6.FGR",0,3.41846748347008,0.462,0.05,0,"6","FGR"
"6.GSN",0,2.18961317431766,0.533,0.121,0,"6","GSN"
"6.ITGB2",0,1.25607650290111,0.795,0.383,0,"6","ITGB2"
"6.ATG3",0,1.68290423955049,0.587,0.179,0,"6","ATG3"
"6.PILRA",0,2.79447787482561,0.48,0.072,0,"6","PILRA"
"6.SGK1",0,1.58264795932641,0.591,0.184,0,"6","SGK1"
"6.CLEC10A",0,4.84122437509725,0.434,0.027,0,"6","CLEC10A"
"6.THEMIS2",0,2.32858262627076,0.509,0.103,0,"6","THEMIS2"
"6.GSTO1",0,1.50197345003354,0.612,0.207,0,"6","GSTO1"
"6.ALDH2",0,2.84468873349982,0.479,0.074,0,"6","ALDH2"
"6.SNX10",0,1.78206696386004,0.546,0.142,0,"6","SNX10"
"6.PRELID1",0,1.44019685456612,0.781,0.378,0,"6","PRELID1"
"6.GK",0,1.80089056759546,0.528,0.126,0,"6","GK"
"6.ARRB2",0,1.35457508196704,0.617,0.215,0,"6","ARRB2"
"6.LYN",0,2.21154877432587,0.503,0.102,0,"6","LYN"
"6.FKBP1A",0,1.10391073803847,0.768,0.367,0,"6","FKBP1A"
"6.ATP6V1F",0,1.07628478080767,0.745,0.345,0,"6","ATP6V1F"
"6.NEAT1",0,1.67985407318853,0.954,0.554,0,"6","NEAT1"
"6.ARPC5",0,1.11866090602314,0.762,0.363,0,"6","ARPC5"
"6.UPP1",0,1.88323316928665,0.559,0.161,0,"6","UPP1"
"6.CD86",0,2.63985403407755,0.483,0.085,0,"6","CD86"
"6.MXD1",0,2.36649085255149,0.5,0.104,0,"6","MXD1"
"6.KCTD12",0,2.47293188003613,0.481,0.085,0,"6","KCTD12"
"6.SLC11A1",0,3.70232269427111,0.446,0.052,0,"6","SLC11A1"
"6.CSTB",0,0.936069604918671,0.788,0.395,0,"6","CSTB"
"6.TKT",0,1.66787795973663,0.613,0.222,0,"6","TKT"
"6.COTL1",0,1.5436341866815,0.923,0.532,0,"6","COTL1"
"6.LGALS3",0,1.02374754496919,0.685,0.295,0,"6","LGALS3"
"6.LAP3",0,1.66924798610177,0.617,0.227,0,"6","LAP3"
"6.TMEM176B",0,1.71884758145796,0.495,0.105,0,"6","TMEM176B"
"6.SOCS3",0,1.52456037783843,0.663,0.273,0,"6","SOCS3"
"6.CXCL2",0,3.41678138055992,0.465,0.076,0,"6","CXCL2"
"6.PGLS",0,1.37687422752327,0.624,0.236,0,"6","PGLS"
"6.CMTM6",0,1.03037064871177,0.69,0.302,0,"6","CMTM6"
"6.PEA15",0,2.10640187105318,0.514,0.127,0,"6","PEA15"
"6.DSE",0,2.58137830732452,0.467,0.08,0,"6","DSE"
"6.LAMTOR2",0,1.35070413294847,0.594,0.209,0,"6","LAMTOR2"
"6.SLC7A7",0,2.65753212250382,0.467,0.082,0,"6","SLC7A7"
"6.LIMS1",0,1.48952784487539,0.585,0.205,0,"6","LIMS1"
"6.ASAH1",0,1.20912042126996,0.565,0.187,0,"6","ASAH1"
"6.VAMP8",0,1.17340281573165,0.796,0.419,0,"6","VAMP8"
"6.EREG",0,5.82242100755485,0.389,0.012,0,"6","EREG"
"6.LAMTOR1",0,1.25200689970281,0.645,0.269,0,"6","LAMTOR1"
"6.RNASE6",0,2.18810199506352,0.481,0.107,0,"6","RNASE6"
"6.CCDC88A",0,2.13851019720154,0.478,0.105,0,"6","CCDC88A"
"6.G0S2",0,3.67794996950626,0.416,0.044,0,"6","G0S2"
"6.NLRP3",0,3.11231564992338,0.428,0.056,0,"6","NLRP3"
"6.WARS",0,2.5606392061829,0.483,0.111,0,"6","WARS"
"6.LAMTOR4",0,0.970554977245076,0.737,0.366,0,"6","LAMTOR4"
"6.ACTR2",0,1.05544604354438,0.645,0.276,0,"6","ACTR2"
"6.CAPG",0,1.06408229237663,0.613,0.244,0,"6","CAPG"
"6.NR4A3",0,1.23122860657757,0.593,0.224,0,"6","NR4A3"
"6.TPP1",0,1.39713899436517,0.53,0.161,0,"6","TPP1"
"6.CLEC4A",0,3.45625723328838,0.418,0.049,0,"6","CLEC4A"
"6.GNG5",0,1.1468539788713,0.816,0.447,0,"6","GNG5"
"6.ZNF385A",0,3.14817227568831,0.425,0.057,0,"6","ZNF385A"
"6.VASP",0,1.30257745282525,0.59,0.222,0,"6","VASP"
"6.CECR1",0,1.90439452821534,0.494,0.126,0,"6","CECR1"
